date,category,commodity,unit,commodity_id,price,usdprice
2015-02-15,non-food,Fuel (petrol-gasoline),L,285.0,117.0,0.88
2015-03-15,cereals and tubers,Rice (long grain),KG,162.0,71.2,0.54
2015-03-15,cereals and tubers,Wheat flour,KG,58.0,82.84,0.62
2015-03-15,miscellaneous food,Sugar,KG,97.0,81.03,0.61
2015-03-15,non-food,Fuel (diesel),L,284.0,95.0,0.71
2015-04-15,cereals and tubers,Rice (long grain),KG,162.0,70.05,0.53
2015-04-15,cereals and tubers,Rice (white),KG,133.0,70.12,0.53
2015-04-15,cereals and tubers,Wheat flour,KG,58.0,84.13,0.63
2015-04-15,miscellaneous food,Sugar,KG,97.0,82.33,0.62
2015-04-15,non-food,Fuel (petrol-gasoline),L,285.0,117.0,0.88
2015-05-15,cereals and tubers,Rice (long grain),KG,162.0,68.5,0.51
2015-05-15,cereals and tubers,Rice (white),KG,133.0,70.24,0.53
2015-05-15,cereals and tubers,Wheat flour,KG,58.0,84.27,0.63
2015-05-15,miscellaneous food,Sugar,KG,97.0,80.9,0.61
2015-05-15,non-food,Fuel (diesel),L,284.0,95.0,0.71
2015-06-15,cereals and tubers,Rice (long grain),KG,162.0,66.99,0.5
2015-06-15,cereals and tubers,Wheat flour,KG,58.0,84.25,0.63
2015-06-15,miscellaneous food,Sugar,KG,97.0,80.0,0.6
2015-06-15,non-food,Fuel (petrol-gasoline),L,285.0,117.0,0.87
2015-07-15,cereals and tubers,Rice (long grain),KG,162.0,63.98,0.48
2015-07-15,cereals and tubers,Rice (white),KG,133.0,68.64,0.51
2015-07-15,cereals and tubers,Wheat flour,KG,58.0,84.95,0.64
2015-07-15,non-food,Fuel (diesel),L,284.0,95.0,0.71
2015-08-15,cereals and tubers,Rice (long grain),KG,162.0,63.28,0.47
2015-08-15,cereals and tubers,Wheat flour,KG,58.0,83.22,0.62
2015-08-15,miscellaneous food,Sugar,KG,97.0,80.35,0.6
2015-08-15,non-food,Fuel (diesel),L,284.0,95.0,0.71
2015-08-15,non-food,Fuel (petrol-gasoline),L,285.0,117.0,0.87
2015-09-15,cereals and tubers,Rice (long grain),KG,162.0,63.65,0.46
2015-09-15,cereals and tubers,Rice (white),KG,133.0,63.76,0.46
2015-09-15,cereals and tubers,Wheat flour,KG,58.0,83.27,0.6
2015-09-15,non-food,Fuel (diesel),L,284.0,95.0,0.68
2015-10-15,cereals and tubers,Rice (long grain),KG,162.0,62.73,0.45
2015-10-15,cereals and tubers,Rice (white),KG,133.0,64.8,0.46
2015-10-15,cereals and tubers,Wheat flour,KG,58.0,83.75,0.59
2015-10-15,miscellaneous food,Sugar,KG,97.0,91.68,0.65
2015-10-15,non-food,Fuel (diesel),L,284.0,95.0,0.67
2015-11-15,cereals and tubers,Rice (long grain),KG,162.0,66.76,0.47
2015-11-15,cereals and tubers,Wheat flour,KG,58.0,81.99,0.58
2015-11-15,miscellaneous food,Sugar,KG,97.0,91.6,0.64
2015-11-15,non-food,Fuel (diesel),L,284.0,95.0,0.67
2015-12-15,cereals and tubers,Rice (long grain),KG,162.0,68.82,0.48
2015-12-15,cereals and tubers,Wheat flour,KG,58.0,83.46,0.58
2015-12-15,miscellaneous food,Sugar,KG,97.0,90.0,0.63
2015-12-15,non-food,Fuel (diesel),L,284.0,95.0,0.66
2015-12-15,non-food,Fuel (petrol-gasoline),L,285.0,117.0,0.82
2016-01-15,cereals and tubers,Rice (long grain),KG,162.0,86.28,0.6
2016-01-15,cereals and tubers,Wheat flour,KG,58.0,93.67,0.65
2016-01-15,miscellaneous food,Sugar,KG,97.0,96.8,0.67
2016-02-15,cereals and tubers,Rice (long grain),KG,162.0,70.98,0.5
2016-02-15,cereals and tubers,Rice (white),KG,133.0,69.49,0.48
2016-02-15,cereals and tubers,Wheat flour,KG,58.0,85.59,0.6
2016-02-15,miscellaneous food,Sugar,KG,97.0,97.74,0.68
2016-02-15,non-food,Fuel (petrol-gasoline),L,285.0,117.0,0.82
2016-03-15,cereals and tubers,Rice (long grain),KG,162.0,69.08,0.48
2016-03-15,cereals and tubers,Rice (white),KG,133.0,64.86,0.45
2016-03-15,cereals and tubers,Wheat flour,KG,58.0,86.19,0.6
2016-03-15,miscellaneous food,Sugar,KG,97.0,99.46,0.69
2016-03-15,non-food,Fuel (diesel),L,284.0,95.0,0.66
2016-04-15,cereals and tubers,Rice (long grain),KG,162.0,71.73,0.49
2016-04-15,cereals and tubers,Rice (white),KG,133.0,67.04,0.46
2016-04-15,cereals and tubers,Wheat flour,KG,58.0,91.34,0.63
2016-04-15,miscellaneous food,Sugar,KG,97.0,104.0,0.72
2016-04-15,non-food,Fuel (diesel),L,284.0,95.0,0.66
2016-04-15,non-food,Fuel (petrol-gasoline),L,285.0,117.0,0.81
2016-05-15,cereals and tubers,Rice (long grain),KG,162.0,72.75,0.5
2016-05-15,cereals and tubers,Rice (white),KG,133.0,69.48,0.48
2016-05-15,cereals and tubers,Wheat flour,KG,58.0,90.51,0.62
2016-05-15,miscellaneous food,Sugar,KG,97.0,105.0,0.72
2016-05-15,non-food,Fuel (petrol-gasoline),L,285.0,117.0,0.8
2016-06-15,cereals and tubers,Rice (long grain),KG,162.0,75.07,0.52
2016-06-15,cereals and tubers,Rice (white),KG,133.0,70.73,0.49
2016-06-15,cereals and tubers,Wheat flour,KG,58.0,90.78,0.63
2016-06-15,miscellaneous food,Sugar,KG,97.0,115.51,0.8
2016-06-15,non-food,Fuel (petrol-gasoline),L,285.0,117.0,0.81
2016-07-15,cereals and tubers,Rice (long grain),KG,162.0,74.24,0.51
2016-07-15,cereals and tubers,Rice (white),KG,133.0,70.56,0.49
2016-07-15,cereals and tubers,Wheat flour,KG,58.0,90.64,0.62
2016-07-15,miscellaneous food,Sugar,KG,97.0,108.38,0.74
2016-07-15,non-food,Fuel (petrol-gasoline),L,285.0,117.0,0.8
2016-08-15,cereals and tubers,Rice (long grain),KG,162.0,73.59,0.51
2016-08-15,cereals and tubers,Rice (white),KG,133.0,69.67,0.48
2016-08-15,cereals and tubers,Wheat flour,KG,58.0,87.97,0.61
2016-08-15,miscellaneous food,Sugar,KG,97.0,95.51,0.66
2016-08-15,non-food,Fuel (diesel),L,284.0,95.0,0.66
2016-09-15,cereals and tubers,Rice (long grain),KG,162.0,65.22,0.45
2016-09-15,cereals and tubers,Rice (white),KG,133.0,70.15,0.48
2016-09-15,cereals and tubers,Wheat flour,KG,58.0,88.83,0.61
2016-09-15,miscellaneous food,Sugar,KG,97.0,95.22,0.66
2016-09-15,non-food,Fuel (diesel),L,284.0,95.0,0.66
2016-10-15,cereals and tubers,Rice (long grain),KG,162.0,68.35,0.47
2016-10-15,cereals and tubers,Rice (white),KG,133.0,74.05,0.51
2016-10-15,cereals and tubers,Wheat flour,KG,58.0,88.83,0.61
2016-10-15,miscellaneous food,Sugar,KG,97.0,95.22,0.65
2016-10-15,non-food,Fuel (diesel),L,284.0,95.0,0.65
2016-10-15,non-food,Fuel (petrol-gasoline),L,285.0,117.0,0.8
2016-11-15,cereals and tubers,Rice (long grain),KG,162.0,76.13,0.52
2016-11-15,cereals and tubers,Rice (white),KG,133.0,78.19,0.53
2016-11-15,miscellaneous food,Sugar,KG,97.0,93.07,0.63
2016-12-15,cereals and tubers,Rice (long grain),KG,162.0,81.31,0.55
2016-12-15,cereals and tubers,Rice (white),KG,133.0,88.56,0.6
2016-12-15,cereals and tubers,Wheat flour,KG,58.0,88.93,0.6
2016-12-15,miscellaneous food,Sugar,KG,97.0,97.61,0.66
2016-12-15,non-food,Fuel (petrol-gasoline),L,285.0,117.0,0.79
2017-01-15,cereals and tubers,Rice (long grain),KG,162.0,88.61,0.59
2017-01-15,cereals and tubers,Wheat flour,KG,58.0,89.19,0.6
2017-01-15,miscellaneous food,Sugar,KG,97.0,102.2,0.68
2017-01-15,non-food,Fuel (diesel),L,284.0,95.0,0.63
2017-02-15,cereals and tubers,Rice (long grain),KG,162.0,93.22,0.62
2017-02-15,cereals and tubers,Wheat flour,KG,58.0,89.12,0.59
2017-02-15,miscellaneous food,Sugar,KG,97.0,101.66,0.68
2017-02-15,non-food,Fuel (diesel),L,284.0,95.0,0.63
2017-03-15,cereals and tubers,Rice (long grain),KG,162.0,84.57,0.56
2017-03-15,cereals and tubers,Rice (white),KG,133.0,76.61,0.51
2017-03-15,cereals and tubers,Wheat flour,KG,58.0,89.25,0.59
2017-03-15,non-food,Fuel (diesel),L,284.0,95.0,0.63
2017-04-15,cereals and tubers,Rice (long grain),KG,162.0,83.69,0.55
2017-04-15,cereals and tubers,Rice (white),KG,133.0,77.38,0.51
2017-04-15,cereals and tubers,Wheat flour,KG,58.0,88.98,0.59
2017-04-15,miscellaneous food,Sugar,KG,97.0,109.93,0.73
2017-04-15,non-food,Fuel (diesel),L,284.0,95.0,0.63
2017-04-15,non-food,Fuel (petrol-gasoline),L,285.0,117.0,0.77
2017-05-15,cereals and tubers,Rice (long grain),KG,162.0,86.69,0.57
2017-05-15,cereals and tubers,Rice (white),KG,133.0,79.72,0.52
2017-05-15,cereals and tubers,Wheat flour,KG,58.0,87.02,0.57
2017-05-15,miscellaneous food,Sugar,KG,97.0,107.65,0.7
2017-05-15,non-food,Fuel (diesel),L,284.0,95.0,0.62
2017-05-15,non-food,Fuel (petrol-gasoline),L,285.0,117.0,0.77
2017-06-15,cereals and tubers,Rice (long grain),KG,162.0,90.58,0.59
2017-06-15,cereals and tubers,Rice (white),KG,133.0,82.89,0.54
2017-06-15,cereals and tubers,Wheat flour,KG,58.0,88.24,0.58
2017-06-15,miscellaneous food,Sugar,KG,97.0,107.08,0.7
2017-06-15,non-food,Fuel (diesel),L,284.0,95.0,0.62
2017-06-15,non-food,Fuel (petrol-gasoline),L,285.0,117.0,0.77
2017-07-15,cereals and tubers,Rice (long grain),KG,162.0,91.42,0.6
2017-07-15,cereals and tubers,Rice (white),KG,133.0,83.83,0.55
2017-07-15,cereals and tubers,Wheat flour,KG,58.0,88.7,0.58
2017-07-15,miscellaneous food,Sugar,KG,97.0,105.31,0.69
2017-07-15,non-food,Fuel (diesel),L,284.0,95.0,0.62
2017-07-15,non-food,Fuel (petrol-gasoline),L,285.0,117.0,0.76
2017-08-15,cereals and tubers,Rice (long grain),KG,162.0,83.95,0.55
2017-08-15,cereals and tubers,Wheat flour,KG,58.0,88.31,0.58
2017-08-15,miscellaneous food,Sugar,KG,97.0,105.8,0.69
2017-08-15,non-food,Fuel (diesel),L,284.0,117.0,0.76
2017-08-15,non-food,Fuel (petrol-gasoline),L,285.0,95.0,0.62
2017-09-15,cereals and tubers,Rice (long grain),KG,162.0,90.94,0.59
2017-09-15,cereals and tubers,Wheat flour,KG,58.0,88.33,0.58
2017-09-15,miscellaneous food,Sugar,KG,97.0,110.19,0.72
2017-09-15,non-food,Fuel (diesel),L,284.0,95.0,0.62
2017-09-15,non-food,Fuel (petrol-gasoline),L,285.0,117.0,0.77
2017-10-15,cereals and tubers,Rice (long grain),KG,162.0,98.0,0.64
2017-10-15,cereals and tubers,Wheat flour,KG,58.0,89.6,0.58
2017-10-15,miscellaneous food,Sugar,KG,97.0,109.94,0.72
2017-10-15,non-food,Fuel (diesel),L,284.0,95.0,0.62
2017-10-15,non-food,Fuel (petrol-gasoline),L,285.0,117.0,0.76
2017-11-15,cereals and tubers,Rice (long grain),KG,162.0,98.4,0.64
2017-11-15,cereals and tubers,Wheat flour,KG,58.0,89.2,0.58
2017-11-15,miscellaneous food,Sugar,KG,97.0,110.15,0.72
2017-11-15,non-food,Fuel (diesel),L,284.0,95.0,0.62
2017-11-15,non-food,Fuel (petrol-gasoline),L,285.0,117.0,0.76
2017-12-15,cereals and tubers,Rice (long grain),KG,162.0,101.01,0.66
2017-12-15,cereals and tubers,Rice (white),KG,133.0,85.89,0.56
2017-12-15,cereals and tubers,Wheat flour,KG,58.0,88.35,0.58
2017-12-15,miscellaneous food,Sugar,KG,97.0,110.72,0.72
2017-12-15,non-food,Fuel (diesel),L,284.0,95.0,0.62
2017-12-15,non-food,Fuel (petrol-gasoline),L,285.0,117.0,0.76
2018-01-15,cereals and tubers,Wheat flour,KG,58.0,89.6,0.58
2018-01-15,non-food,Fuel (diesel),L,284.0,95.0,0.62
2018-02-15,cereals and tubers,Rice (white),KG,133.0,81.06,0.52
2018-02-15,cereals and tubers,Wheat flour,KG,58.0,90.0,0.58
2018-02-15,miscellaneous food,Sugar,KG,97.0,109.0,0.7
2018-02-15,non-food,Fuel (diesel),L,284.0,95.0,0.61
2018-02-15,non-food,Fuel (petrol-gasoline),L,285.0,117.0,0.76
2018-03-15,cereals and tubers,Rice (long grain),KG,162.0,99.22,0.64
2018-03-15,cereals and tubers,Rice (white),KG,133.0,81.59,0.52
2018-03-15,cereals and tubers,Wheat flour,KG,58.0,90.0,0.58
2018-03-15,miscellaneous food,Sugar,KG,97.0,108.0,0.69
2018-03-15,non-food,Fuel (diesel),L,284.0,100.0,0.64
2018-04-15,cereals and tubers,Rice (white),KG,133.0,82.42,0.53
2018-04-15,cereals and tubers,Wheat flour,KG,58.0,90.33,0.58
2018-05-15,cereals and tubers,Rice (white),KG,133.0,82.12,0.52
2018-05-15,cereals and tubers,Wheat flour,KG,58.0,89.78,0.57
2018-06-15,cereals and tubers,Rice (white),KG,133.0,83.78,0.53
2018-06-15,cereals and tubers,Wheat flour,KG,58.0,90.04,0.56
2018-08-15,cereals and tubers,Rice (white),KG,133.0,79.65,0.5
2018-08-15,cereals and tubers,Wheat flour,KG,58.0,90.32,0.56
2018-09-15,cereals and tubers,Wheat flour,KG,58.0,95.51,0.58
2018-11-15,cereals and tubers,Rice (white),KG,133.0,86.63,0.49
2018-12-15,cereals and tubers,Rice (white),KG,133.0,88.16,0.49
2018-12-15,cereals and tubers,Wheat flour,KG,58.0,94.66,0.53
2019-02-15,cereals and tubers,Rice (white),KG,133.0,87.29,0.49
2019-02-15,cereals and tubers,Wheat flour,KG,58.0,94.41,0.53
2019-03-15,cereals and tubers,Rice (white),KG,133.0,84.13,0.47
2019-04-15,cereals and tubers,Rice (white),KG,133.0,81.89,0.47
2019-04-15,cereals and tubers,Wheat flour,KG,58.0,93.97,0.54
2019-05-15,cereals and tubers,Rice (white),KG,133.0,85.42,0.49
2019-05-15,cereals and tubers,Wheat flour,KG,58.0,93.64,0.53
2019-06-15,cereals and tubers,Rice (white),KG,133.0,86.4,0.49
2019-06-15,cereals and tubers,Wheat flour,KG,58.0,94.39,0.53
2019-07-15,cereals and tubers,Rice (white),KG,133.0,86.22,0.49
2019-08-15,cereals and tubers,Rice (white),KG,133.0,86.54,0.49
2019-08-15,cereals and tubers,Wheat flour,KG,58.0,95.95,0.54
2019-09-15,cereals and tubers,Rice (white),KG,133.0,88.09,0.49
2019-09-15,cereals and tubers,Wheat flour,KG,58.0,94.42,0.52
2019-11-15,cereals and tubers,Rice (white),KG,133.0,98.22,0.55
2019-11-15,cereals and tubers,Wheat flour,KG,58.0,95.31,0.53
2019-12-15,cereals and tubers,Rice (white),KG,133.0,105.55,0.58
2019-12-15,cereals and tubers,Wheat flour,KG,58.0,93.2,0.51
2020-01-15,cereals and tubers,Potatoes (imported),KG,688.0,162.61,0.9
2020-01-15,cereals and tubers,Potatoes (local),KG,687.0,192.59,1.06
2020-01-15,cereals and tubers,Rice (medium grain),KG,131.0,95.87,0.53
2020-01-15,cereals and tubers,Rice (red nadu),KG,157.0,92.81,0.51
2020-01-15,cereals and tubers,Rice (red),KG,595.0,106.92,0.59
2020-01-15,cereals and tubers,Rice (white),KG,133.0,105.83,0.58
2020-01-15,cereals and tubers,Wheat flour,KG,58.0,92.17,0.51
2020-01-15,"meat, fish and eggs",Eggs,Unit,92.0,19.45,0.11
2020-01-15,"meat, fish and eggs","Fish (dry, katta)",KG,682.0,954.76,5.26
2020-01-15,"meat, fish and eggs","Fish (dry, sprats)",KG,683.0,575.95,3.18
2020-01-15,"meat, fish and eggs",Fish (goldstripe sardinella),KG,680.0,215.93,1.19
2020-01-15,"meat, fish and eggs",Fish (jack),KG,679.0,736.43,4.06
2020-01-15,"meat, fish and eggs",Fish (sail fish),KG,677.0,814.13,4.49
2020-01-15,"meat, fish and eggs",Fish (skipjack tuna),KG,678.0,559.76,3.08
2020-01-15,"meat, fish and eggs",Fish (trenched sardinella),KG,681.0,431.27,2.38
2020-01-15,"meat, fish and eggs",Fish (yellowfin tuna),KG,676.0,736.67,4.06
2020-01-15,miscellaneous food,"Chili (red, dry raw)",KG,466.0,498.73,2.75
2020-01-15,miscellaneous food,Sugar,KG,97.0,98.33,0.54
2020-01-15,pulses and nuts,Beans,KG,50.0,319.76,1.76
2020-01-15,pulses and nuts,Lentils,KG,108.0,135.24,0.75
2020-01-15,vegetables and fruits,Bananas,KG,254.0,70.71,0.39
2020-01-15,vegetables and fruits,Cabbage,KG,181.0,133.59,0.74
2020-01-15,vegetables and fruits,Carrots,KG,166.0,392.24,2.16
2020-01-15,vegetables and fruits,Coconut,Unit,684.0,59.12,0.32
2020-01-15,vegetables and fruits,Eggplants,KG,434.0,141.07,0.78
2020-01-15,vegetables and fruits,Onions (imported),KG,323.0,118.9,0.66
2020-01-15,vegetables and fruits,"Onions (red, imported)",KG,686.0,461.77,2.54
2020-01-15,vegetables and fruits,"Onions (red, local)",KG,685.0,487.81,2.69
2020-01-15,vegetables and fruits,Papaya,KG,408.0,91.9,0.51
2020-01-15,vegetables and fruits,Pineapples,KG,524.0,193.1,1.06
2020-01-15,vegetables and fruits,Pumpkin,KG,412.0,88.85,0.49
2020-01-15,vegetables and fruits,Snake gourd,KG,675.0,147.3,0.81
2020-01-15,vegetables and fruits,Tomatoes,KG,114.0,279.91,1.54
2020-02-15,cereals and tubers,Potatoes (imported),KG,688.0,116.54,0.64
2020-02-15,cereals and tubers,Potatoes (local),KG,687.0,173.74,0.96
2020-02-15,cereals and tubers,Rice (medium grain),KG,131.0,93.3,0.52
2020-02-15,cereals and tubers,Rice (red nadu),KG,157.0,93.28,0.51
2020-02-15,cereals and tubers,Rice (red),KG,595.0,94.5,0.52
2020-02-15,cereals and tubers,Rice (white),KG,133.0,97.55,0.54
2020-02-15,"meat, fish and eggs","Fish (dry, katta)",KG,682.0,915.0,5.04
2020-02-15,"meat, fish and eggs","Fish (dry, sprats)",KG,683.0,550.0,3.03
2020-02-15,"meat, fish and eggs",Fish (goldstripe sardinella),KG,680.0,188.89,1.04
2020-02-15,"meat, fish and eggs",Fish (jack),KG,679.0,708.63,3.91
2020-02-15,"meat, fish and eggs",Fish (sail fish),KG,677.0,872.78,4.81
2020-02-15,"meat, fish and eggs",Fish (skipjack tuna),KG,678.0,465.93,2.57
2020-02-15,"meat, fish and eggs",Fish (trenched sardinella),KG,681.0,436.11,2.4
2020-02-15,"meat, fish and eggs",Fish (yellowfin tuna),KG,676.0,896.11,4.94
2020-02-15,miscellaneous food,"Chili (red, dry raw)",KG,466.0,556.29,3.06
2020-02-15,miscellaneous food,Sugar,KG,97.0,103.0,0.57
2020-02-15,pulses and nuts,Beans,KG,50.0,210.36,1.16
2020-02-15,pulses and nuts,Lentils,KG,108.0,132.17,0.73
2020-02-15,vegetables and fruits,Carrots,KG,166.0,257.96,1.42
2020-02-15,vegetables and fruits,Coconut,Unit,684.0,65.78,0.36
2020-02-15,vegetables and fruits,Eggplants,KG,434.0,94.94,0.52
2020-02-15,vegetables and fruits,Onions (imported),KG,323.0,122.94,0.68
2020-02-15,vegetables and fruits,"Onions (red, imported)",KG,686.0,338.44,1.86
2020-02-15,vegetables and fruits,"Onions (red, local)",KG,685.0,331.96,1.83
2020-02-15,vegetables and fruits,Papaya,KG,408.0,131.52,0.73
2020-02-15,vegetables and fruits,Pineapples,KG,524.0,175.39,0.97
2020-02-15,vegetables and fruits,Pumpkin,KG,412.0,172.68,0.95
2020-02-15,vegetables and fruits,Snake gourd,KG,675.0,122.24,0.67
2020-02-15,vegetables and fruits,Tomatoes,KG,114.0,241.32,1.33
2020-03-15,cereals and tubers,Potatoes (imported),KG,688.0,103.61,0.56
2020-03-15,cereals and tubers,Rice (medium grain),KG,131.0,92.72,0.5
2020-03-15,cereals and tubers,Rice (red nadu),KG,157.0,90.5,0.49
2020-03-15,cereals and tubers,Rice (red),KG,595.0,90.0,0.49
2020-03-15,cereals and tubers,Rice (white),KG,133.0,94.0,0.51
2020-03-15,"meat, fish and eggs",Eggs,Unit,92.0,18.89,0.1
2020-03-15,"meat, fish and eggs","Fish (dry, katta)",KG,682.0,880.0,4.78
2020-03-15,"meat, fish and eggs","Fish (dry, sprats)",KG,683.0,550.0,2.99
2020-03-15,"meat, fish and eggs",Fish (goldstripe sardinella),KG,680.0,184.44,1.0
2020-03-15,"meat, fish and eggs",Fish (jack),KG,679.0,563.89,3.06
2020-03-15,"meat, fish and eggs",Fish (sail fish),KG,677.0,805.18,4.37
2020-03-15,"meat, fish and eggs",Fish (skipjack tuna),KG,678.0,286.67,1.56
2020-03-15,"meat, fish and eggs",Fish (trenched sardinella),KG,681.0,467.5,2.54
2020-03-15,"meat, fish and eggs",Fish (yellowfin tuna),KG,676.0,758.33,4.12
2020-03-15,miscellaneous food,"Chili (red, dry raw)",KG,466.0,440.0,2.39
2020-03-15,miscellaneous food,Sugar,KG,97.0,103.0,0.56
2020-03-15,pulses and nuts,Beans,KG,50.0,138.28,0.75
2020-03-15,vegetables and fruits,Bananas,KG,254.0,68.33,0.38
2020-03-15,vegetables and fruits,Cabbage,KG,181.0,99.7,0.54
2020-03-15,vegetables and fruits,Carrots,KG,166.0,142.33,0.77
2020-03-15,vegetables and fruits,Coconut,Unit,684.0,62.26,0.34
2020-03-15,vegetables and fruits,Eggplants,KG,434.0,112.22,0.61
2020-03-15,vegetables and fruits,Onions (imported),KG,323.0,156.44,0.85
2020-03-15,vegetables and fruits,"Onions (red, imported)",KG,686.0,227.74,1.24
2020-03-15,vegetables and fruits,"Onions (red, local)",KG,685.0,223.03,1.21
2020-03-15,vegetables and fruits,Papaya,KG,408.0,155.56,0.84
2020-03-15,vegetables and fruits,Pineapples,KG,524.0,149.44,0.81
2020-03-15,vegetables and fruits,Pumpkin,KG,412.0,73.37,0.4
2020-03-15,vegetables and fruits,Snake gourd,KG,675.0,89.33,0.49
2020-03-15,vegetables and fruits,Tomatoes,KG,114.0,96.0,0.52
2020-04-15,cereals and tubers,Potatoes (imported),KG,688.0,110.0,0.58
2020-04-15,cereals and tubers,Potatoes (local),KG,687.0,120.61,0.63
2020-04-15,cereals and tubers,Rice (medium grain),KG,131.0,97.33,0.51
2020-04-15,cereals and tubers,Rice (red nadu),KG,157.0,95.75,0.5
2020-04-15,cereals and tubers,Rice (red),KG,595.0,90.0,0.47
2020-04-15,cereals and tubers,Rice (white),KG,133.0,93.99,0.49
2020-04-15,"meat, fish and eggs","Fish (dry, sprats)",KG,683.0,550.0,2.88
2020-04-15,"meat, fish and eggs",Fish (goldstripe sardinella),KG,680.0,281.67,1.48
2020-04-15,"meat, fish and eggs",Fish (jack),KG,679.0,433.33,2.27
2020-04-15,"meat, fish and eggs",Fish (sail fish),KG,677.0,705.0,3.7
2020-04-15,"meat, fish and eggs",Fish (skipjack tuna),KG,678.0,443.33,2.32
2020-04-15,"meat, fish and eggs",Fish (trenched sardinella),KG,681.0,450.0,2.36
2020-04-15,"meat, fish and eggs",Fish (yellowfin tuna),KG,676.0,565.0,2.96
2020-04-15,miscellaneous food,"Chili (red, dry raw)",KG,466.0,480.0,2.51
2020-04-15,miscellaneous food,Sugar,KG,97.0,110.67,0.58
2020-04-15,pulses and nuts,Lentils,KG,108.0,156.67,0.82
2020-04-15,vegetables and fruits,Bananas,KG,254.0,48.33,0.25
2020-04-15,vegetables and fruits,Cabbage,KG,181.0,44.67,0.23
2020-04-15,vegetables and fruits,Carrots,KG,166.0,94.58,0.5
2020-04-15,vegetables and fruits,Coconut,Unit,684.0,68.33,0.36
2020-04-15,vegetables and fruits,Eggplants,KG,434.0,53.39,0.28
2020-04-15,vegetables and fruits,Papaya,KG,408.0,68.33,0.36
2020-04-15,vegetables and fruits,Pineapples,KG,524.0,150.0,0.79
2020-04-15,vegetables and fruits,Pumpkin,KG,412.0,47.33,0.25
2020-04-15,vegetables and fruits,Snake gourd,KG,675.0,33.0,0.17
2020-05-15,cereals and tubers,Potatoes (imported),KG,688.0,88.33,0.47
2020-05-15,cereals and tubers,Potatoes (local),KG,687.0,63.75,0.34
2020-05-15,cereals and tubers,Rice (medium grain),KG,131.0,98.0,0.52
2020-05-15,cereals and tubers,Rice (red nadu),KG,157.0,92.75,0.49
2020-05-15,cereals and tubers,Rice (red),KG,595.0,91.15,0.48
2020-05-15,cereals and tubers,Rice (white),KG,133.0,96.5,0.52
2020-05-15,cereals and tubers,Wheat flour,KG,58.0,92.26,0.49
2020-05-15,"meat, fish and eggs",Eggs,Unit,92.0,12.1,0.06
2020-05-15,"meat, fish and eggs","Fish (dry, katta)",KG,682.0,1070.83,5.7
2020-05-15,"meat, fish and eggs","Fish (dry, sprats)",KG,683.0,515.83,2.75
2020-05-15,"meat, fish and eggs",Fish (goldstripe sardinella),KG,680.0,210.83,1.12
2020-05-15,"meat, fish and eggs",Fish (jack),KG,679.0,812.0,4.32
2020-05-15,"meat, fish and eggs",Fish (sail fish),KG,677.0,692.72,3.69
2020-05-15,"meat, fish and eggs",Fish (skipjack tuna),KG,678.0,430.0,2.29
2020-05-15,"meat, fish and eggs",Fish (trenched sardinella),KG,681.0,441.67,2.35
2020-05-15,"meat, fish and eggs",Fish (yellowfin tuna),KG,676.0,628.34,3.34
2020-05-15,miscellaneous food,"Chili (red, dry raw)",KG,466.0,375.08,2.0
2020-05-15,miscellaneous food,Sugar,KG,97.0,108.92,0.58
2020-05-15,pulses and nuts,Beans,KG,50.0,101.5,0.54
2020-05-15,vegetables and fruits,Bananas,KG,254.0,50.83,0.27
2020-05-15,vegetables and fruits,Cabbage,KG,181.0,44.45,0.24
2020-05-15,vegetables and fruits,Carrots,KG,166.0,61.2,0.32
2020-05-15,vegetables and fruits,Coconut,Unit,684.0,64.04,0.34
2020-05-15,vegetables and fruits,Eggplants,KG,434.0,63.56,0.34
2020-05-15,vegetables and fruits,"Onions (red, imported)",KG,686.0,231.49,1.23
2020-05-15,vegetables and fruits,"Onions (red, local)",KG,685.0,243.56,1.3
2020-05-15,vegetables and fruits,Pumpkin,KG,412.0,40.05,0.21
2020-05-15,vegetables and fruits,Snake gourd,KG,675.0,66.34,0.36
2020-05-15,vegetables and fruits,Tomatoes,KG,114.0,54.56,0.29
2020-06-15,cereals and tubers,Potatoes (imported),KG,688.0,145.25,0.78
2020-06-15,cereals and tubers,Potatoes (local),KG,687.0,197.5,1.06
2020-06-15,cereals and tubers,Rice (medium grain),KG,131.0,97.9,0.53
2020-06-15,cereals and tubers,Rice (red nadu),KG,157.0,94.0,0.5
2020-06-15,cereals and tubers,Rice (red),KG,595.0,93.0,0.5
2020-06-15,cereals and tubers,Rice (white),KG,133.0,92.28,0.5
2020-06-15,"meat, fish and eggs",Eggs,Unit,92.0,19.1,0.11
2020-06-15,"meat, fish and eggs","Fish (dry, katta)",KG,682.0,1068.42,5.75
2020-06-15,"meat, fish and eggs",Fish (goldstripe sardinella),KG,680.0,299.08,1.61
2020-06-15,"meat, fish and eggs",Fish (jack),KG,679.0,927.92,4.99
2020-06-15,"meat, fish and eggs",Fish (sail fish),KG,677.0,895.69,4.82
2020-06-15,"meat, fish and eggs",Fish (skipjack tuna),KG,678.0,501.25,2.7
2020-06-15,"meat, fish and eggs",Fish (trenched sardinella),KG,681.0,598.31,3.22
2020-06-15,"meat, fish and eggs",Fish (yellowfin tuna),KG,676.0,669.22,3.6
2020-06-15,miscellaneous food,"Chili (red, dry raw)",KG,466.0,420.68,2.26
