date,province,district,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2020-02-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,"Onions (red, imported)",686,KG,actual,Wholesale,LKR,298.39,1.64
2020-02-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,"Onions (red, local)",685,KG,actual,Retail,LKR,276.59,1.52
2020-02-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,Pumpkin,412,KG,actual,Wholesale,LKR,140.28,0.77
2020-02-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,Snake gourd,675,KG,actual,Retail,LKR,120.06,0.66
2020-02-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,Tomatoes,114,KG,actual,Retail,LKR,224.17,1.24
2020-02-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,Tomatoes,114,KG,actual,Wholesale,LKR,204.17,1.13
2020-02-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,101.82,0.56
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,cereals and tubers,Potatoes (imported),688,KG,actual,Retail,LKR,120.17,0.66
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,cereals and tubers,Potatoes (imported),688,KG,actual,Wholesale,LKR,94.56,0.52
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,cereals and tubers,Potatoes (local),687,KG,actual,Retail,LKR,200.0,1.1
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,cereals and tubers,Potatoes (local),687,KG,actual,Wholesale,LKR,171.94,0.95
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,98.0,0.54
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,actual,Retail,LKR,98.0,0.54
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,actual,Wholesale,LKR,96.0,0.53
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,cereals and tubers,Rice (red),595,KG,actual,Retail,LKR,98.0,0.54
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,cereals and tubers,Rice (red),595,KG,actual,Wholesale,LKR,91.94,0.51
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,98.0,0.54
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Wholesale,LKR,92.83,0.51
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,"meat, fish and eggs","Fish (dry, katta)",682,KG,actual,Retail,LKR,950.0,5.24
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,"meat, fish and eggs","Fish (dry, katta)",682,KG,actual,Wholesale,LKR,880.0,4.85
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,"meat, fish and eggs","Fish (dry, sprats)",683,KG,actual,Wholesale,LKR,550.0,3.03
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,LKR,609.44,3.36
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Wholesale,LKR,562.22,3.1
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,miscellaneous food,Sugar,97,KG,actual,Retail,LKR,105.0,0.58
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,miscellaneous food,Sugar,97,KG,actual,Wholesale,LKR,101.0,0.56
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,pulses and nuts,Beans,50,KG,actual,Retail,LKR,250.56,1.38
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,pulses and nuts,Beans,50,KG,actual,Wholesale,LKR,198.89,1.1
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,pulses and nuts,Lentils,108,KG,actual,Retail,LKR,132.17,0.73
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Carrots,166,KG,actual,Retail,LKR,300.28,1.66
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Carrots,166,KG,actual,Wholesale,LKR,251.67,1.39
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Coconut,684,Unit,actual,Retail,LKR,70.06,0.39
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Coconut,684,Unit,actual,Wholesale,LKR,62.78,0.35
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Eggplants,434,KG,actual,Wholesale,LKR,79.44,0.44
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Onions (imported),323,KG,actual,Wholesale,LKR,122.94,0.68
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,"Onions (red, imported)",686,KG,actual,Retail,LKR,395.83,2.18
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,"Onions (red, imported)",686,KG,actual,Wholesale,LKR,351.67,1.94
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,"Onions (red, local)",685,KG,actual,Retail,LKR,381.79,2.1
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,"Onions (red, local)",685,KG,actual,Wholesale,LKR,337.5,1.86
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Papaya,408,KG,actual,Retail,LKR,144.44,0.8
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Papaya,408,KG,actual,Wholesale,LKR,118.61,0.65
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Pineapples,524,KG,actual,Retail,LKR,193.0,1.06
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Pineapples,524,KG,actual,Wholesale,LKR,157.78,0.87
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Pumpkin,412,KG,actual,Retail,LKR,208.33,1.15
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Pumpkin,412,KG,actual,Wholesale,LKR,169.44,0.93
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Snake gourd,675,KG,actual,Retail,LKR,143.33,0.79
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Snake gourd,675,KG,actual,Wholesale,LKR,103.33,0.57
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Tomatoes,114,KG,actual,Retail,LKR,292.78,1.61
2020-02-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Tomatoes,114,KG,actual,Wholesale,LKR,244.17,1.35
2020-02-15,Western,Gampaha,Economic Centre-Maradagahamula,2787,7.23,79.99,cereals and tubers,Rice (medium grain),131,KG,actual,Wholesale,LKR,88.61,0.49
2020-02-15,Western,Gampaha,Economic Centre-Maradagahamula,2787,7.23,79.99,cereals and tubers,Rice (red nadu),157,KG,actual,Wholesale,LKR,85.83,0.47
2020-02-15,Western,Gampaha,Economic Centre-Maradagahamula,2787,7.23,79.99,cereals and tubers,Rice (red),595,KG,actual,Wholesale,LKR,93.56,0.52
2020-02-15,Western,Gampaha,Fish market-Negombo,2790,7.21,79.83,"meat, fish and eggs",Fish (jack),679,KG,actual,Retail,LKR,840.0,4.63
2020-02-15,Western,Gampaha,Fish market-Negombo,2790,7.21,79.83,"meat, fish and eggs",Fish (jack),679,KG,actual,Wholesale,LKR,548.89,3.03
2020-02-15,Western,Gampaha,Fish market-Negombo,2790,7.21,79.83,"meat, fish and eggs",Fish (sail fish),677,KG,actual,Retail,LKR,1017.22,5.61
2020-02-15,Western,Gampaha,Fish market-Negombo,2790,7.21,79.83,"meat, fish and eggs",Fish (sail fish),677,KG,actual,Wholesale,LKR,728.33,4.02
2020-02-15,Western,Gampaha,Fish market-Negombo,2790,7.21,79.83,"meat, fish and eggs",Fish (skipjack tuna),678,KG,actual,Retail,LKR,676.11,3.73
2020-02-15,Western,Gampaha,Fish market-Negombo,2790,7.21,79.83,"meat, fish and eggs",Fish (skipjack tuna),678,KG,actual,Wholesale,LKR,396.11,2.18
2020-02-15,Western,Gampaha,Fish market-Negombo,2790,7.21,79.83,"meat, fish and eggs",Fish (trenched sardinella),681,KG,actual,Retail,LKR,471.11,2.6
2020-02-15,Western,Gampaha,Fish market-Negombo,2790,7.21,79.83,"meat, fish and eggs",Fish (trenched sardinella),681,KG,actual,Wholesale,LKR,367.22,2.02
2020-02-15,Western,Gampaha,Fish market-Negombo,2790,7.21,79.83,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,actual,Retail,LKR,896.11,4.94
2020-02-15,Western,Gampaha,Fish market-Peliyagoda,2789,6.97,79.89,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,actual,Wholesale,LKR,188.89,1.04
2020-02-15,Western,Gampaha,Fish market-Peliyagoda,2789,6.97,79.89,"meat, fish and eggs",Fish (jack),679,KG,actual,Retail,LKR,873.75,4.82
2020-02-15,Western,Gampaha,Fish market-Peliyagoda,2789,6.97,79.89,"meat, fish and eggs",Fish (jack),679,KG,actual,Wholesale,LKR,571.88,3.15
2020-02-15,Western,Gampaha,Fish market-Peliyagoda,2789,6.97,79.89,"meat, fish and eggs",Fish (skipjack tuna),678,KG,actual,Wholesale,LKR,325.56,1.79
2020-02-15,Western,Gampaha,Fish market-Peliyagoda,2789,6.97,79.89,"meat, fish and eggs",Fish (trenched sardinella),681,KG,actual,Wholesale,LKR,470.0,2.59
2020-03-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,cereals and tubers,Potatoes (imported),688,KG,actual,Retail,LKR,106.78,0.58
2020-03-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,cereals and tubers,Potatoes (imported),688,KG,actual,Wholesale,LKR,95.67,0.52
2020-03-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,pulses and nuts,Beans,50,KG,actual,Retail,LKR,116.56,0.63
2020-03-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,Cabbage,181,KG,actual,Retail,LKR,98.44,0.53
2020-03-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,Cabbage,181,KG,actual,Wholesale,LKR,78.44,0.43
2020-03-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,Carrots,166,KG,actual,Wholesale,LKR,142.33,0.77
2020-03-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,Coconut,684,Unit,actual,Retail,LKR,68.11,0.37
2020-03-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,Coconut,684,Unit,actual,Wholesale,LKR,63.11,0.34
2020-03-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,Eggplants,434,KG,actual,Retail,LKR,101.67,0.55
2020-03-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,"Onions (red, imported)",686,KG,actual,Retail,LKR,191.86,1.04
2020-03-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,"Onions (red, imported)",686,KG,actual,Wholesale,LKR,181.86,0.99
2020-03-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,"Onions (red, local)",685,KG,actual,Retail,LKR,185.78,1.01
2020-03-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,"Onions (red, local)",685,KG,actual,Wholesale,LKR,175.78,0.95
2020-03-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,Pumpkin,412,KG,actual,Retail,LKR,80.89,0.44
2020-03-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,Pumpkin,412,KG,actual,Wholesale,LKR,60.89,0.33
2020-03-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,Snake gourd,675,KG,actual,Retail,LKR,82.44,0.45
2020-03-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,Tomatoes,114,KG,actual,Wholesale,LKR,83.11,0.45
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,cereals and tubers,Potatoes (imported),688,KG,actual,Retail,LKR,116.11,0.63
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,cereals and tubers,Potatoes (imported),688,KG,actual,Wholesale,LKR,95.89,0.52
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,cereals and tubers,Rice (medium grain),131,KG,actual,Retail,LKR,98.0,0.53
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,actual,Wholesale,LKR,96.0,0.52
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,cereals and tubers,Rice (red),595,KG,actual,Retail,LKR,95.0,0.52
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,cereals and tubers,Rice (red),595,KG,actual,Wholesale,LKR,88.0,0.48
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,98.0,0.53
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Wholesale,LKR,90.0,0.49
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,"meat, fish and eggs",Eggs,92,Unit,actual,Wholesale,LKR,18.89,0.1
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,"meat, fish and eggs","Fish (dry, katta)",682,KG,actual,Wholesale,LKR,880.0,4.78
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,"meat, fish and eggs","Fish (dry, sprats)",683,KG,actual,Wholesale,LKR,550.0,2.99
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Retail,LKR,440.0,2.39
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,miscellaneous food,Sugar,97,KG,actual,Retail,LKR,105.0,0.57
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,miscellaneous food,Sugar,97,KG,actual,Wholesale,LKR,101.0,0.55
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,pulses and nuts,Beans,50,KG,actual,Retail,LKR,160.0,0.87
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Bananas,254,KG,actual,Retail,LKR,82.22,0.45
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Bananas,254,KG,actual,Wholesale,LKR,54.44,0.3
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Cabbage,181,KG,actual,Retail,LKR,122.22,0.66
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Coconut,684,Unit,actual,Wholesale,LKR,55.56,0.3
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Eggplants,434,KG,actual,Retail,LKR,122.78,0.67
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Onions (imported),323,KG,actual,Retail,LKR,156.44,0.85
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,"Onions (red, imported)",686,KG,actual,Retail,LKR,289.44,1.57
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,"Onions (red, imported)",686,KG,actual,Wholesale,LKR,247.78,1.34
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,"Onions (red, local)",685,KG,actual,Retail,LKR,286.11,1.55
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,"Onions (red, local)",685,KG,actual,Wholesale,LKR,244.44,1.33
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Papaya,408,KG,actual,Wholesale,LKR,155.56,0.84
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Pineapples,524,KG,actual,Wholesale,LKR,149.44,0.81
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Pumpkin,412,KG,actual,Wholesale,LKR,78.33,0.43
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Snake gourd,675,KG,actual,Retail,LKR,112.78,0.61
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Snake gourd,675,KG,actual,Wholesale,LKR,72.78,0.4
2020-03-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Tomatoes,114,KG,actual,Wholesale,LKR,108.89,0.59
2020-03-15,Western,Gampaha,Economic Centre-Maradagahamula,2787,7.23,79.99,cereals and tubers,Rice (medium grain),131,KG,actual,Wholesale,LKR,87.44,0.47
2020-03-15,Western,Gampaha,Economic Centre-Maradagahamula,2787,7.23,79.99,cereals and tubers,Rice (red nadu),157,KG,actual,Wholesale,LKR,85.0,0.46
2020-03-15,Western,Gampaha,Economic Centre-Maradagahamula,2787,7.23,79.99,cereals and tubers,Rice (red),595,KG,actual,Wholesale,LKR,87.0,0.47
2020-03-15,Western,Gampaha,Fish market-Negombo,2790,7.21,79.83,"meat, fish and eggs",Fish (jack),679,KG,actual,Wholesale,LKR,571.11,3.1
2020-03-15,Western,Gampaha,Fish market-Negombo,2790,7.21,79.83,"meat, fish and eggs",Fish (sail fish),677,KG,actual,Retail,LKR,994.44,5.4
2020-03-15,Western,Gampaha,Fish market-Negombo,2790,7.21,79.83,"meat, fish and eggs",Fish (sail fish),677,KG,actual,Wholesale,LKR,721.11,3.91
2020-03-15,Western,Gampaha,Fish market-Negombo,2790,7.21,79.83,"meat, fish and eggs",Fish (trenched sardinella),681,KG,actual,Retail,LKR,478.89,2.6
2020-03-15,Western,Gampaha,Fish market-Negombo,2790,7.21,79.83,"meat, fish and eggs",Fish (trenched sardinella),681,KG,actual,Wholesale,LKR,360.0,1.95
2020-03-15,Western,Gampaha,Fish market-Negombo,2790,7.21,79.83,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,actual,Retail,LKR,904.44,4.91
2020-03-15,Western,Gampaha,Fish market-Negombo,2790,7.21,79.83,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,actual,Wholesale,LKR,612.22,3.32
2020-03-15,Western,Gampaha,Fish market-Peliyagoda,2789,6.97,79.89,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,actual,Wholesale,LKR,184.44,1.0
2020-03-15,Western,Gampaha,Fish market-Peliyagoda,2789,6.97,79.89,"meat, fish and eggs",Fish (jack),679,KG,actual,Wholesale,LKR,556.67,3.02
2020-03-15,Western,Gampaha,Fish market-Peliyagoda,2789,6.97,79.89,"meat, fish and eggs",Fish (sail fish),677,KG,actual,Wholesale,LKR,700.0,3.8
2020-03-15,Western,Gampaha,Fish market-Peliyagoda,2789,6.97,79.89,"meat, fish and eggs",Fish (skipjack tuna),678,KG,actual,Wholesale,LKR,286.67,1.56
2020-03-15,Western,Gampaha,Fish market-Peliyagoda,2789,6.97,79.89,"meat, fish and eggs",Fish (trenched sardinella),681,KG,actual,Retail,LKR,565.56,3.07
2020-03-15,Western,Gampaha,Fish market-Peliyagoda,2789,6.97,79.89,"meat, fish and eggs",Fish (trenched sardinella),681,KG,actual,Wholesale,LKR,465.56,2.53
2020-04-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,cereals and tubers,Potatoes (local),687,KG,actual,Retail,LKR,115.5,0.6
2020-04-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,cereals and tubers,Potatoes (local),687,KG,actual,Wholesale,LKR,111.33,0.58
2020-04-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,Cabbage,181,KG,actual,Wholesale,LKR,44.67,0.23
2020-04-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,Carrots,166,KG,actual,Retail,LKR,90.5,0.47
2020-04-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,Carrots,166,KG,actual,Wholesale,LKR,98.67,0.52
2020-04-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,Eggplants,434,KG,actual,Retail,LKR,60.5,0.32
2020-04-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,Eggplants,434,KG,actual,Wholesale,LKR,43.0,0.23
2020-04-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,Pumpkin,412,KG,actual,Retail,LKR,58.0,0.3
2020-04-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,Pumpkin,412,KG,actual,Wholesale,LKR,35.67,0.19
2020-04-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,vegetables and fruits,Snake gourd,675,KG,actual,Wholesale,LKR,33.0,0.17
2020-04-15,Western,Colombo,Colombo City,368,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Retail,LKR,98.13,0.51
2020-04-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,cereals and tubers,Potatoes (imported),688,KG,actual,Wholesale,LKR,110.0,0.58
2020-04-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,cereals and tubers,Potatoes (local),687,KG,actual,Wholesale,LKR,135.0,0.71
2020-04-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,cereals and tubers,Rice (medium grain),131,KG,actual,Wholesale,LKR,97.33,0.51
2020-04-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,cereals and tubers,Rice (red nadu),157,KG,actual,Wholesale,LKR,97.0,0.51
2020-04-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,cereals and tubers,Rice (red),595,KG,actual,Wholesale,LKR,90.0,0.47
2020-04-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,cereals and tubers,Rice (white),133,KG,actual,Wholesale,LKR,93.33,0.49
2020-04-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,"meat, fish and eggs","Fish (dry, sprats)",683,KG,actual,Wholesale,LKR,550.0,2.88
2020-04-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,miscellaneous food,"Chili (red, dry raw)",466,KG,actual,Wholesale,LKR,480.0,2.51
2020-04-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,miscellaneous food,Sugar,97,KG,actual,Wholesale,LKR,110.67,0.58
2020-04-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,pulses and nuts,Lentils,108,KG,actual,Wholesale,LKR,156.67,0.82
2020-04-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Bananas,254,KG,actual,Wholesale,LKR,48.33,0.25
2020-04-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Coconut,684,Unit,actual,Wholesale,LKR,68.33,0.36
2020-04-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Eggplants,434,KG,actual,Wholesale,LKR,56.67,0.3
2020-04-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Papaya,408,KG,actual,Wholesale,LKR,68.33,0.36
2020-04-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Pineapples,524,KG,actual,Wholesale,LKR,150.0,0.79
2020-04-15,Western,Colombo,Economic Centre-Pettah,2786,6.93,79.85,vegetables and fruits,Pumpkin,412,KG,actual,Wholesale,LKR,48.33,0.25
2020-04-15,Western,Gampaha,Economic Centre-Maradagahamula,2787,7.23,79.99,cereals and tubers,Rice (red nadu),157,KG,actual,Wholesale,LKR,94.5,0.49
2020-04-15,Western,Gampaha,Economic Centre-Maradagahamula,2787,7.23,79.99,cereals and tubers,Rice (white),133,KG,actual,Wholesale,LKR,90.5,0.47
2020-04-15,Western,Gampaha,Fish market-Negombo,2790,7.21,79.83,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,actual,Retail,LKR,320.0,1.68
2020-04-15,Western,Gampaha,Fish market-Negombo,2790,7.21,79.83,"meat, fish and eggs",Fish (goldstripe sardinella),680,KG,actual,Wholesale,LKR,243.33,1.27
2020-04-15,Western,Gampaha,Fish market-Negombo,2790,7.21,79.83,"meat, fish and eggs",Fish (sail fish),677,KG,actual,Wholesale,LKR,660.0,3.46
2020-04-15,Western,Gampaha,Fish market-Negombo,2790,7.21,79.83,"meat, fish and eggs",Fish (skipjack tuna),678,KG,actual,Retail,LKR,550.0,2.88
2020-04-15,Western,Gampaha,Fish market-Negombo,2790,7.21,79.83,"meat, fish and eggs",Fish (skipjack tuna),678,KG,actual,Wholesale,LKR,400.0,2.09
2020-04-15,Western,Gampaha,Fish market-Negombo,2790,7.21,79.83,"meat, fish and eggs",Fish (trenched sardinella),681,KG,actual,Wholesale,LKR,450.0,2.36
2020-04-15,Western,Gampaha,Fish market-Negombo,2790,7.21,79.83,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,actual,Retail,LKR,697.5,3.65
2020-04-15,Western,Gampaha,Fish market-Negombo,2790,7.21,79.83,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,actual,Wholesale,LKR,397.5,2.08
2020-04-15,Western,Gampaha,Fish market-Peliyagoda,2789,6.97,79.89,"meat, fish and eggs",Fish (jack),679,KG,actual,Wholesale,LKR,433.33,2.27
2020-04-15,Western,Gampaha,Fish market-Peliyagoda,2789,6.97,79.89,"meat, fish and eggs",Fish (sail fish),677,KG,actual,Wholesale,LKR,750.0,3.93
2020-04-15,Western,Gampaha,Fish market-Peliyagoda,2789,6.97,79.89,"meat, fish and eggs",Fish (skipjack tuna),678,KG,actual,Retail,LKR,380.0,1.99
2020-04-15,Western,Gampaha,Fish market-Peliyagoda,2789,6.97,79.89,"meat, fish and eggs",Fish (trenched sardinella),681,KG,actual,Wholesale,LKR,450.0,2.36
2020-04-15,Western,Gampaha,Fish market-Peliyagoda,2789,6.97,79.89,"meat, fish and eggs",Fish (yellowfin tuna),676,KG,actual,Retail,LKR,600.0,3.14
2020-05-15,Central,Matale,Economic Centre-Dambulla,2788,7.87,80.65,cereals and tubers,Potatoes (local),687,KG,actual,Retail,LKR,63.75,0.34
